id,limit_bal,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,default_payment_next_month,limit_age_ratio,avg_bill_amt,avg_pay_amt,bill_pay_ratio,num_late_payments,max_delay,avg_delay,bill_trend,age_bin
40,280000.0,1,1,2,31,-1,-1,2,-1,0,-1,498.0,9075.0,4641.0,9976.0,17976.0,9477.0,9075.0,0.0,9976.0,8000.0,9525.0,781.0,0,8750.0,8607.166666666666,6226.166666666667,0.7232860268349823,1,2,-0.3333333333333333,2198.085714285714,1
41,360000.0,1,1,2,33,0,0,0,0,0,0,218668.0,221296.0,206895.0,628699.0,195969.0,179224.0,10000.0,7000.0,6000.0,188840.0,28000.0,4000.0,0,10588.235294117647,275125.1666666667,40640.0,0.14771404876671732,0,0,0.0,4245.7999999999765,1
42,70000.0,2,1,2,25,0,0,0,0,0,0,67521.0,66999.0,63949.0,63699.0,64718.0,65970.0,3000.0,4500.0,4042.0,2500.0,2800.0,2500.0,0,2692.3076923076924,65476.0,3223.6666666666665,0.04923357311218698,0,0,0.0,-424.2285714285713,0
43,10000.0,1,2,2,22,0,0,0,0,0,0,1877.0,3184.0,6003.0,3576.0,3670.0,4451.0,1500.0,2927.0,1000.0,300.0,1000.0,500.0,0,434.7826086956522,3793.5,1204.5,0.31743312689418896,0,0,0.0,340.0285714285714,0
44,140000.0,2,2,1,37,0,0,0,0,0,0,59504.0,61544.0,62925.0,64280.0,67079.0,69802.0,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0,0,3684.2105263157896,64189.0,3333.3333333333335,0.05192916861401049,0,0,0.0,1984.285714285715,1
45,40000.0,2,1,2,30,0,0,0,2,0,0,18927.0,21295.0,25921.0,25209.0,26636.0,29197.0,3000.0,5000.0,0.0,2000.0,3000.0,0.0,0,1290.3225806451612,24530.833333333332,2166.6666666666665,0.08832061742905477,1,2,0.3333333333333333,1904.5999999999983,0
46,210000.0,1,1,2,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7000.0,0.0,0.0,0.0,0,-2,-2.0,0.0,0
47,20000.0,2,1,2,22,0,0,2,-1,0,0,14028.0,16484.0,15800.0,16341.0,16675.0,0.0,3000.0,0.0,16741.0,334.0,0.0,0.0,1,869.5652173913044,13221.333333333334,3345.8333333333335,0.25304409206645323,1,2,0.16666666666666666,-1972.1714285714284,0
48,150000.0,2,5,2,46,0,0,-1,0,0,-2,4463.0,3034.0,1170.0,1170.0,0.0,0.0,1013.0,1170.0,0.0,0.0,0.0,0.0,1,3191.4893617021276,1639.5,363.8333333333333,0.22178197703952046,0,0,-0.5,-897.6285714285713,2
49,380000.0,1,2,2,32,-1,-1,-1,-1,-1,-1,22401.0,21540.0,15134.0,32018.0,11849.0,11873.0,21540.0,15138.0,24677.0,11851.0,11875.0,8251.0,0,11515.151515151516,19135.833333333332,15555.333333333334,0.8128478240043199,0,-1,-1.0,-1852.257142857142,1
50,20000.0,1,1,2,24,0,0,0,0,0,0,17447.0,18479.0,19476.0,19865.0,20480.0,20063.0,1318.0,1315.0,704.0,928.0,912.0,1069.0,0,800.0,19301.666666666668,1041.0,0.053930372314706085,0,0,0.0,556.3428571428572,0
51,70000.0,1,3,2,42,1,2,2,2,2,0,37042.0,36171.0,38355.0,39423.0,38659.0,39362.0,0.0,3100.0,2000.0,0.0,1500.0,1500.0,1,1627.906976744186,38168.666666666664,1350.0,0.035368398990472366,5,2,1.5,575.1999999999971,2
52,100000.0,2,3,3,43,0,0,0,0,0,0,61559.0,51163.0,43824.0,39619.0,35762.0,33258.0,2000.0,1606.0,1500.0,2000.0,1500.0,1000.0,0,2272.7272727272725,44197.5,1601.0,0.036222948742604386,0,0,0.0,-5483.228571428567,2
53,310000.0,2,2,1,49,-2,-2,-2,-2,-2,-2,13465.0,7867.0,7600.0,11185.0,3544.0,464.0,7875.0,7600.0,11185.0,3544.0,464.0,0.0,0,6200.0,7354.166666666667,5111.333333333333,0.6949310008837325,0,-2,-2.0,-2125.4,2
54,180000.0,2,1,2,25,1,2,0,0,0,0,41402.0,41742.0,42758.0,43510.0,44420.0,45319.0,1300.0,2010.0,1762.0,1762.0,1790.0,1622.0,0,6923.076923076923,43191.833333333336,1707.6666666666667,0.03953587979487338,2,2,0.5,810.5999999999967,0
55,150000.0,2,1,2,29,2,0,0,0,0,0,46224.0,34993.0,31434.0,26518.0,21042.0,16540.0,1600.0,1718.0,1049.0,1500.0,2000.0,5000.0,0,5000.0,29458.5,2144.5,0.07279485395203585,1,2,0.3333333333333333,-5576.828571428572,0
56,500000.0,2,1,1,45,-2,-2,-2,-2,-2,-2,1905.0,3640.0,162.0,0.0,151.0,2530.0,3640.0,162.0,0.0,151.0,2530.0,0.0,0,10869.565217391304,1398.0,1080.5,0.772337383845604,0,-2,-2.0,-214.3999999999999,2
57,180000.0,2,3,1,34,0,0,0,-1,-1,-1,16386.0,15793.0,8441.0,7142.0,-679.0,8321.0,8500.0,1500.0,7500.0,679.0,9000.0,2000.0,0,5142.857142857143,9234.0,4863.166666666667,0.5266016964446851,0,0,-0.5,-2601.142857142856,1
58,180000.0,2,2,1,34,0,0,0,0,0,0,175886.0,173440.0,172308.0,168608.0,132202.0,129918.0,8083.0,7296.0,5253.0,4814.0,4816.0,3800.0,0,5142.857142857143,158727.0,5677.0,0.035765586411975206,0,0,0.0,-10207.257142857135,1
59,200000.0,2,1,2,34,-1,3,2,2,2,2,1587.0,1098.0,782.0,1166.0,700.0,1414.0,0.0,0.0,700.0,0.0,1200.0,0.0,0,5714.285714285715,1124.5,316.6666666666667,0.28135643417740264,5,3,1.6666666666666667,-47.85714285714288,1
60,400000.0,2,2,1,29,0,0,0,0,0,0,400134.0,398857.0,404205.0,360199.0,356656.0,364089.0,17000.0,15029.0,30000.0,12000.0,12000.0,23000.0,0,13333.333333333334,380690.0,18171.5,0.0477329382622652,0,0,0.0,-10023.828571428576,0
61,500000.0,2,3,1,28,0,0,0,0,0,0,22848.0,23638.0,18878.0,14937.0,13827.0,15571.0,1516.0,1300.0,1000.0,1000.0,2000.0,2000.0,1,17241.379310344826,18283.166666666668,1469.3333333333333,0.08036096805068137,0,0,0.0,-1993.1142857142852,0
62,70000.0,1,2,1,39,0,0,0,0,0,-1,70800.0,72060.0,69938.0,16518.0,14096.0,830.0,4025.0,2095.0,1000.0,2000.0,3000.0,0.0,0,1750.0,40707.0,2020.0,0.04962169598113393,0,0,-0.16666666666666666,-16490.34285714285,1
63,50000.0,1,1,2,29,2,2,2,2,2,2,24987.0,24300.0,26591.0,25865.0,27667.0,28264.0,0.0,2700.0,0.0,2225.0,1200.0,0.0,1,1666.6666666666667,26279.0,1020.8333333333334,0.03884449518011162,6,2,2.0,736.0000000000007,0
64,50000.0,2,2,1,46,0,0,0,-2,-2,-2,28718.0,29166.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,1,1063.8297872340424,9647.333333333334,166.66666666666666,0.017274140611504576,0,0,-1.0,-6602.514285714285,2
65,130000.0,2,2,1,51,-1,-1,-2,-2,-1,-1,99.0,0.0,0.0,0.0,2353.0,0.0,0.0,0.0,0.0,2353.0,0.0,0.0,0,2500.0,408.6666666666667,392.1666666666667,0.9572823433685923,0,-1,-1.3333333333333333,187.54285714285717,3
66,200000.0,1,1,1,57,-2,-2,-2,-1,2,2,152519.0,148751.0,144076.0,8174.0,8198.0,7918.0,0.0,0.0,8222.0,300.0,0.0,1000.0,1,3448.2758620689656,78272.66666666667,1587.0,0.020275017992428274,2,2,-0.5,-36587.599999999984,3
67,10000.0,1,2,1,56,2,2,2,0,0,0,2097.0,4193.0,3978.0,4062.0,4196.0,4326.0,2300.0,0.0,150.0,200.0,200.0,160.0,1,175.43859649122808,3808.6666666666665,501.6666666666667,0.1316825619039286,3,2,1.0,321.08571428571423,3
68,210000.0,2,1,2,30,2,-1,-1,-1,-1,-1,300.0,300.0,1159.0,2280.0,300.0,4250.0,300.0,1159.0,2280.0,300.0,4250.0,909.0,0,6774.193548387097,1431.5,1533.0,1.0701570680628272,1,2,-0.5,596.3142857142856,0
69,130000.0,2,3,2,29,1,-2,-2,-1,2,-1,-190.0,-9850.0,-9850.0,10311.0,10161.0,7319.0,0.0,0.0,20161.0,0.0,7319.0,13899.0,0,4333.333333333333,1316.8333333333333,6896.5,5.233211078790945,2,2,-0.5,3363.971428571428,0
70,20000.0,1,5,2,22,2,0,0,0,0,0,18565.0,17204.0,17285.0,18085.0,11205.0,5982.0,0.0,1200.0,1000.0,500.0,1000.0,0.0,0,869.5652173913044,14721.0,616.6666666666666,0.041887424715844765,1,2,0.3333333333333333,-2288.9142857142865,0
71,80000.0,1,1,2,31,-1,-1,-1,-1,-1,-1,780.0,0.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,390.0,0,2500.0,390.0,325.0,0.8312020460358056,0,-1,-1.0,-22.285714285714285,1
72,320000.0,1,2,2,29,2,2,2,2,2,2,58267.0,59246.0,60184.0,58622.0,62307.0,63526.0,2500.0,2500.0,0.0,4800.0,2400.0,1600.0,1,10666.666666666666,60358.666666666664,2300.0,0.0381049155341039,6,2,2.0,969.028571428572,0
73,200000.0,2,2,1,32,-1,-1,-1,-1,2,-1,9076.0,5787.0,-684.0,5247.0,3848.0,3151.0,5818.0,15.0,9102.0,17.0,3165.0,1395.0,0,6060.606060606061,4404.166666666667,3252.0,0.7382240550868298,1,2,-0.5,-843.1714285714282,1
74,290000.0,2,1,2,37,1,-2,-1,-1,-1,-1,0.0,0.0,3155.0,0.0,2359.0,0.0,0.0,3155.0,0.0,2359.0,0.0,0.0,0,7631.578947368421,919.0,919.0,0.9989130434782608,1,1,-0.8333333333333334,112.05714285714284,1
75,340000.0,1,1,2,32,-1,-1,-1,-1,-1,-1,3048.0,5550.0,23337.0,4291.0,80153.0,25820.0,5713.0,23453.0,4314.0,80552.0,25949.0,2016.0,0,10303.030303030304,23699.833333333332,23666.166666666668,0.9985373228789425,0,-1,-1.0,9103.514285714287,1
76,20000.0,1,2,2,24,0,0,2,0,0,0,14619.0,17216.0,16642.0,16976.0,17332.0,18543.0,2850.0,0.0,610.0,630.0,1500.0,0.0,0,800.0,16888.0,931.6666666666666,0.05516411076242919,1,2,0.3333333333333333,580.057142857143,0
77,50000.0,1,3,2,25,-1,0,0,0,0,0,42838.0,37225.0,36087.0,9636.0,9590.0,10030.0,1759.0,1779.0,320.0,500.0,1000.0,1000.0,0,1923.076923076923,24234.333333333332,1059.6666666666667,0.04372403928148984,0,0,-0.16666666666666666,-7811.314285714285,0
78,300000.0,2,1,1,45,-1,-1,-1,-1,-1,-1,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,0,6521.739130434783,291.0,291.0,0.9965753424657534,0,-1,-1.0,-2.4881278303937994e-14,2
79,30000.0,2,2,2,22,0,0,0,0,0,0,28387.0,29612.0,30326.0,28004.0,26446.0,6411.0,1686.0,1400.0,560.0,3000.0,1765.0,0.0,1,1304.3478260869565,24864.333333333332,1401.8333333333333,0.05637701753445225,0,0,0.0,-3477.142857142858,0
80,240000.0,2,2,2,44,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5333.333333333333,0.0,0.0,0.0,1,1,-1.5,0.0,2
81,470000.0,2,3,3,33,0,0,0,0,0,0,165254.0,157784.0,162702.0,69923.0,29271.0,29889.0,6400.0,7566.0,3000.0,960.0,1000.0,3000.0,0,13823.529411764706,102470.5,3654.3333333333335,0.03566194828155471,0,0,0.0,-33004.08571428571,1
82,360000.0,2,1,2,26,0,0,0,0,0,-1,23411.0,27796.0,30400.0,33100.0,180000.0,196.0,4796.0,3400.0,3100.0,146900.0,196.0,2963.0,0,13333.333333333334,49150.5,26892.5,0.5471348788948456,0,0,-0.16666666666666666,9806.771428571432,0
83,60000.0,1,3,2,30,0,0,0,0,0,0,26324.0,27471.0,28108.0,21993.0,19899.0,19771.0,1576.0,1213.0,648.0,768.0,1140.0,0.0,1,1935.483870967742,23927.666666666668,890.8333333333334,0.03722870754743265,0,0,0.0,-1759.8857142857132,0
84,400000.0,2,2,1,44,0,0,2,0,0,0,131595.0,139060.0,126819.0,104430.0,104990.0,94058.0,10700.0,3.0,3050.0,3000.0,3200.0,2800.0,0,8888.888888888889,116825.33333333333,3792.1666666666665,0.03245986207447522,1,2,0.3333333333333333,-8922.400000000001,2
85,50000.0,2,3,2,49,0,0,0,0,0,0,48909.0,47863.0,21489.0,20414.0,19342.0,19482.0,1676.0,1302.0,700.0,699.0,849.0,826.0,0,1000.0,29583.166666666668,1008.6666666666666,0.03409481423058505,0,0,0.0,-6679.228571428572,2
86,160000.0,1,2,2,33,0,0,0,0,0,0,130028.0,107808.0,71934.0,118418.0,118407.0,120418.0,4400.0,3547.0,80000.0,4500.0,4800.0,4500.0,0,4705.882352941177,111168.83333333333,16957.833333333332,0.15253988267200783,0,0,0.0,863.7428571428574,1
87,360000.0,2,1,1,45,-1,-1,2,0,-1,-1,390.0,1170.0,780.0,390.0,390.0,390.0,1170.0,0.0,0.0,390.0,390.0,390.0,1,7826.086956521739,585.0,390.0,0.6655290102389079,1,2,-0.3333333333333333,-78.00000000000007,2
88,160000.0,2,2,2,32,0,0,0,0,0,-1,3826.0,4751.0,6604.0,8604.0,7072.0,766.0,1147.0,2000.0,2000.0,0.0,766.0,2303.0,0,4848.484848484848,5270.5,1369.3333333333333,0.2597616111796136,0,0,-0.16666666666666666,-181.05714285714228,1
89,130000.0,2,1,1,35,0,0,0,-1,-1,-1,81313.0,117866.0,17740.0,1330.0,7095.0,1190.0,40000.0,5000.0,1330.0,7095.0,1190.0,2090.0,0,3611.1111111111113,37755.666666666664,9450.833333333334,0.25030899620376096,0,0,-0.5,-21409.657142857148,1
90,20000.0,1,3,2,44,2,2,0,0,0,2,8583.0,8303.0,9651.0,10488.0,12314.0,11970.0,0.0,1651.0,1000.0,2000.0,0.0,1500.0,0,444.44444444444446,10218.166666666666,1025.1666666666667,0.10031802984587786,3,2,1.0,851.571428571429,2
91,200000.0,1,1,1,53,2,2,2,2,2,2,138180.0,140774.0,142460.0,144098.0,147124.0,149531.0,6300.0,5500.0,5500.0,5500.0,5000.0,5000.0,1,3703.703703703704,143694.5,5466.666666666667,0.038043408921411365,6,2,2.0,2212.6571428571374,3
92,280000.0,2,1,2,39,-1,-1,-1,0,0,-2,7524.0,0.0,3968.0,3868.0,0.0,0.0,0.0,3968.0,0.0,0.0,0.0,0.0,0,7000.0,2560.0,661.3333333333334,0.2582324612781466,0,0,-0.8333333333333334,-1077.7142857142853,1
93,100000.0,2,1,2,27,-2,-2,-2,-2,-2,-2,-2000.0,5555.0,0.0,0.0,0.0,0.0,7555.0,0.0,0.0,0.0,0.0,0.0,0,3571.4285714285716,592.5,1259.1666666666667,2.121595057568099,0,-2,-2.0,-190.4285714285716,0
94,160000.0,2,2,1,37,-1,-1,-1,-1,-1,-2,880.0,1602.0,840.0,840.0,0.0,0.0,1602.0,840.0,840.0,0.0,0.0,7736.0,0,4210.526315789473,693.6666666666666,1836.3333333333333,2.6434740882917467,0,-1,-1.1666666666666667,-263.0285714285714,1
95,60000.0,2,2,2,23,0,0,0,0,0,0,45648.0,46850.0,47214.0,19595.0,19209.0,19323.0,1937.0,1301.0,682.0,690.0,816.0,835.0,0,2500.0,32973.166666666664,1043.5,0.03164598549369456,0,0,0.0,-6919.05714285714,0
96,90000.0,1,2,2,35,0,0,0,0,0,0,83725.0,85996.0,87653.0,35565.0,30942.0,30835.0,3621.0,3597.0,1179.0,1112.0,1104.0,1143.0,0,2500.0,59119.333333333336,1959.3333333333333,0.033141445977413295,0,0,0.0,-13762.857142857134,1
97,360000.0,1,1,1,43,-1,-1,-1,-1,-1,0,3967.0,8322.0,3394.0,6451.0,26370.0,9956.0,8339.0,3394.0,12902.0,27000.0,0.0,68978.0,0,8181.818181818182,9743.333333333334,20102.166666666668,2.062959668867376,0,0,-0.8333333333333334,2489.885714285714,2
98,150000.0,1,1,2,27,0,0,0,0,0,0,86009.0,86108.0,89006.0,89775.0,87725.0,40788.0,4031.0,10006.0,3266.0,4040.0,1698.0,800.0,0,5357.142857142857,79901.83333333333,3973.5,0.04972915019701012,0,0,0.0,-6299.571428571426,0
